10	tangiblefixedassetsincreasedecreasefromtransfersbetweenitems	372
15	namebankers	304
4	companyhasactedasanagentduringperiod	271
84	othercreditorsafteroneyear	239
75	obligationsunderfinanceleasehirepurchasecontractsafteroneyear	211
44	loansfromdirectors	202
58	instalmentdebtsfallingdueafter5years	196
55	creditorsdueafteroneyearfreetextnote	169
62	totalfixedassetscostorvaluation	149
49	totalfixedassetsdepreciation	144
24	prepaymentsaccruedincomecurrentasset	141
16	creditorsduewithinoneyearfreetextnote	140
8	intangiblefixedassetsdisposals	134
16	intangiblefixedassetsamortisationondisposals	115
27	othertangiblefixedassetdepreciation	109
59	othertangiblefixedasset	109
52	othertangiblefixedassetcostorvaluation	109
82	displaytotalcreditorsnote	107
44	valuenonequitysharesauthorised	103
61	debtorsfreetextnote	103
52	sharecapitalfreetextnote	97
50	investmentsfixedassetsfreetextnote	92
68	totalfixedassetsfreetextnote	91
50	parvaluenonequityshare	89
69	non-instalmentdebtsfallingdueafter5years	89
47	typenonequityshare	86
56	valuenonequitysharesallotted	84
9	intangiblefixedassetsrevaluation	72
74	totalfixedassetsdepreciationchargeinperiod	69
42	nametypetangiblefixedasset	60
62	othertangiblefixedassetdepreciationchargeforperiod	60
8	intangiblefixedassetsincreasedecreasefromtransfersbetweenitems	58
27	othertangiblefixedassetadditions	57
36	numbernonequitysharesauthorised	56
85	totalfixedassetinvestmentscostorvaluation	52
6	calledupsharecapitalnotpaidcurrentasset	48
20	numbernonequitysharesallotted	48
41	totalfixedassetsadditions	46
50	fixturesfittingstoolsequipmentdepreciation	41
50	fixturesfittingstoolsequipmentcostorvaluation	41
60	fixturesfittingstoolsequipment	41
86	othertangiblefixedassetdepreciationdisposals	39
26	othertangiblefixedassetdisposals	39
19	accrualsdeferredincomewithinoneyear	28
40	investmentproperties	27
81	investmentpropertiescostorvaluation	27
50	plantmachinerycostorvaluation	24
64	plantmachinerydepreciation	24
75	plantmachinery	23
19	namesolicitors	22
76	fixturesfittingstoolsequipmentdepreciationdisposals	21
75	fixturesfittingstoolsequipmentdepreciationchargeforperiod	21
72	fixturesfittingstoolsequipmentdisposals	21
71	fixturesfittingstoolsequipmentadditions	21
63	totalfixedassetsdisposals	19
70	totalfixedassetsdepreciationdisposals	18
47	plantmachinerydepreciationchargeforperiod	14
40	plantmachinerydisposals	14
31	plantmachinerydepreciationdisposals	14
27	plantmachineryadditions	14
8	country	10
40	sharesdirectororexecutive	10
53	descriptionsharesordebentures	9
78	totalfixedassetinvestmentsadditions	8
92	landbuildingsdepreciation	6
89	landbuildings	6
52	totalfixedassetinvestmentsdisposals	6
42	landbuildingscostorvaluation	6
38	directororexecutivesname	5
37	frsseversiondate	4
62	entitybusinessdescription	4
44	landbuildingsdisposals	3
43	landbuildingsadditions	3
48	landbuildingsdepreciationdisposals	3
47	landbuildingsdepreciationchargeforperiod	3
3	vatregistrationnumber	3
65	investmentpropertiesadditions	3
85	investmentpropertiesdepreciation	2
53	investmentpropertiesincreasedecreasefromrevaluations	2
64	tangiblefixedassetsdepreciationincreasedecreasefromtransfersbetweenitems	2
55	investmentsfixedassetsrevaluations	2
41	investmentsfixedassetsdepreciation	2
99	considerationfornonequitysharesallottedinperiod	1
98	valuenonequitysharesallottedinperiod	1
48	investmentsfixedassetsincreasedecreasefromtransfersbetweenitems	1
49	investmentsfixedassetsdepreciationontransfers	1
84	investmentpropertiesdepreciationchargeforperiod	1
97	numbernonequitysharesallottedinperiod	1
37	shareholderfunds	68391
17	netassetsliabilitiesincludingpensionassetliability	68391
14	cashbankinhand	58353
14	contentaccountingpolicy	50023
49	totalassetslesscurrentliabilities	48443
33	netcurrentassetsliabilities	48165
23	currentassets	47228
33	calledupsharecapital	47100
20	profitlossaccountreserve	46352
17	creditorsduewithinoneyeartotalcurrentliabilities	43957
28	titleaccountingpolicy	43395
76	valueordinarysharesallotted	41869
34	membershavenotrequiredcompanytoobtainanaudit	37907
83	directorsacknowledgetheirresponsibilitiesundercompaniesact	37907
3	balancesheetdate	37907
46	dateapproval	37906
25	dateaccountsreceived	37906
24	companieshousedocumentauthentication	37906
1	companieshouseregisterednumber	37906
2	entitycurrentlegalname	37906
22	nameapprovingdirector	37906
23	accountsareinaccordancewithspecialprovisionscompaniesactrelatingtosmallcompanies	37754
3	typeordinaryshare	37370
10	parvalueordinaryshare	37347
58	debtors	37265
6	fixedassets	35595
7	tangiblefixedassetscostorvaluation	34690
4	tangiblefixedassets	34167
8	tangiblefixedassetsdepreciation	32741
69	numberordinarysharesallotted	31529
26	categoryitem	29775
55	typedepreciation	29761
57	ratedepreciation	29536
1	companynotdormant	26369
21	companyentitledtoexemptionundersection477companiesact2006	26005
40	tangiblefixedassetsdepreciationchargeforperiod	17222
4	calledupsharecapitalnotpaidnotexpressedascurrentasset	16105
13	cityortown	15321
12	postcode	15321
9	addressline1	15321
33	stocksinventory	14864
7	numberordinarysharesauthorised	13269
5	county	12980
0	companydormant	11537
15	companyentitledtoexemptionundersection480companiesact2006	11381
46	accountspreparedunderhistoricalcostconventioninaccordancewithfrsse05	11274
24	creditorsdueafteroneyeartotalnoncurrentliabilities	11081
8	tangiblefixedassetsadditions	10771
4	addressline2	9702
26	provisionsforliabilitiescharges	7565
62	intangiblefixedassetscostorvaluation	6671
5	intangiblefixedassets	6329
53	transactionswithdirectors	6325
7	nameaccountants	6306
80	intangiblefixedassetsaggregateamortisationimpairment	5303
84	valueordinarysharesauthorised	4911
42	statementonrelatedpartydisclosure	4225
18	totalnumbersharesissued	4164
21	totalconsideration	4164
19	totalnominalvalue	4164
71	titleadditionalnote	3710
73	contentadditionalnote	3710
10	descriptionaccountants	2697
17	prepaymentsaccruedincomenotexpressedwithincurrentassetsub-total	2594
9	intangiblefixedassetsamortisationchargedinperiod	2584
87	tangiblefixedassetsdisposals	2575
13	addressline3	2503
20	tangiblefixedassetsdepreciationdisposals	2208
34	accountspreparedunderhistoricalcostconventioninaccordancewithfrse	2173
60	otheraggregatereserves	2155
42	positionadditionalapprovingperson	1789
69	nameadditionalapprovingperson	1789
29	accrualsdeferredincome	1705
51	foreignexchangerate	1578
40	sharepremiumaccount	1492
32	revaluationreserve	1447
13	totalinvestmentsfixedassets	1405
17	investmentscurrentassets	1401
31	tangibleassetsfreetextnote	1048
39	othercreditorsduewithinoneyear	1045
30	taxationsocialsecurityduewithinoneyear	938
82	secureddebts	824
72	intangiblefixedassetsadditions	775
28	tradecreditorswithinoneyear	646
13	namebankers	627
11	intangibleassetsfreetextnote	565
62	otherdebtors	546
78	tradedebtors	508
85	displaytotalcreditorsnote	494
89	instalmentdebtsfallingdueafter5years	488
9	tangiblefixedassetsincreasedecreasefromrevaluations	452
11	tangiblefixedassetsincreasedecreasefromtransfersbetweenitems	376
70	totalfixedassetscostorvaluation	369
37	companyentitledtoexemptionundersection249a1companiesact1985	364
54	totalfixedassetsdepreciation	357
23	bankloansoverdraftswithinoneyear	324
26	creditorsdueafteroneyearfreetextnote	291
4	companyhasactedasanagentduringperiod	264
80	sharecapitalfreetextnote	262
54	totalfixedassetinvestmentscostorvaluation	261
32	investmentsfixedassetsfreetextnote	238
33	totalfixedassetsfreetextnote	236
43	bankloansoverdraftsafteroneyear	218
14	loansfromdirectors	191
44	totalfixedassetsdepreciationchargeinperiod	189
8	intangiblefixedassetsdisposals	178
22	investmentproperties	174
65	investmentpropertiescostorvaluation	166
48	non-instalmentdebtsfallingdueafter5years	160
16	companyentitledtoexemptionundersection249aa1companiesact1985	156
14	intangiblefixedassetsamortisationondisposals	144
22	debtorsfreetextnote	134
13	prepaymentsaccruedincomecurrentasset	129
54	othercreditorsafteroneyear	127
71	totalfixedassetsadditions	126
27	creditorsduewithinoneyearfreetextnote	126
94	othertangiblefixedasset	111
39	othertangiblefixedassetcostorvaluation	111
32	valuenonequitysharesauthorised	110
44	othertangiblefixedassetdepreciation	107
29	parvaluenonequityshare	104
42	typenonequityshare	99
41	obligationsunderfinanceleasehirepurchasecontractsafteroneyear	96
104	valuenonequitysharesallotted	93
9	intangiblefixedassetsrevaluation	90
9	intangiblefixedassetsincreasedecreasefromtransfersbetweenitems	76
25	numbernonequitysharesauthorised	62
50	nametypetangiblefixedasset	58
49	othertangiblefixedassetdepreciationchargeforperiod	57
46	numbernonequitysharesallotted	54
51	descriptionsharesordebentures	54
25	calledupsharecapitalnotpaidcurrentasset	47
90	othertangiblefixedassetadditions	43
51	sharesdirectororexecutive	42
61	totalfixedassetinvestmentsadditions	40
18	namesolicitors	39
54	directororexecutivesname	33
83	plantmachinerydepreciation	28
80	plantmachinerycostorvaluation	28
61	totalfixedassetsdisposals	27
81	plantmachinery	26
42	entitybusinessdescription	26
38	frsseversiondate	26
8	country	25
55	investmentpropertiesadditions	25
52	totalfixedassetsdepreciationdisposals	24
46	othertangiblefixedassetdisposals	23
93	othertangiblefixedassetdepreciationdisposals	21
59	investmentpropertiesincreasedecreasefromrevaluations	17
71	totalfixedassetinvestmentsdisposals	16
79	plantmachinerydepreciationdisposals	14
74	plantmachineryadditions	14
75	plantmachinerydisposals	14
78	plantmachinerydepreciationchargeforperiod	14
78	fixturesfittingstoolsequipmentcostorvaluation	12
85	fixturesfittingstoolsequipmentdepreciation	12
97	fixturesfittingstoolsequipment	10
50	investmentsfixedassetsdepreciation	8
22	accrualsdeferredincomewithinoneyear	7
77	investmentpropertiesdisposals	6
3	vatregistrationnumber	6
86	fixturesfittingstoolsequipmentdisposals	6
80	fixturesfittingstoolsequipmentadditions	6
84	fixturesfittingstoolsequipmentdepreciationchargeforperiod	6
85	fixturesfittingstoolsequipmentdepreciationdisposals	6
86	investmentpropertiesincreasedecreasefromtransfersbetweenitems	5
60	investmentpropertyfreetextnote	4
80	investmentpropertiesdepreciation	4
48	investmentsfixedassetsdepreciationchargedinperiod	4
85	aggregatecreditorsfreetextnote	4
58	totalfixedassetsrevaluation	3
86	investmentsfixedassetsrevaluations	3
75	tangiblefixedassetsdepreciationincreasedecreasefromtransfersbetweenitems	3
91	landbuildingscostorvaluation	2
129	landbuildings	2
94	landbuildingsdepreciation	2
60	investmentpropertiesdepreciationchargeforperiod	2
93	landbuildingsdisposals	1
25	nameentityofficer	1
97	landbuildingsdepreciationdisposals	1
96	landbuildingsdepreciationchargeforperiod	1
92	landbuildingsadditions	1
71	tangiblefixedassetsdepreciationotheradjustments	1
97	investmentsfixedassetsdepreciationondisposals	1
24	dateapprovalaccounts	1
0	ukcompanieshouseregisterednumber	1
20	companyentitledtoexemptionundersection480companiesact2006relatingtodormantcompanies	1
15	parvalueshare	1
14	descriptionsharetype	1
13	numbersharesallotted	1
7	entitytrading	1
6	enddateforperiodcoveredbyreport	1
5	startdateforperiodcoveredbyreport	1
4	entitydormant	1
3	namedirectorsigningaccounts	1
1	entitycurrentlegalorregisteredname	1
