date,name,unit,value,doc_name,doc_type,doc_upload_date,arc_name,parsed,doc_balancesheetdate,doc_companieshouseregisterednumber,doc_standard_type,doc_standard_date,doc_standard_link,sign
2011-12-31,titleaccountingpolicy,NA,Exemption from preparing a cash flow statement,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,contentaccountingpolicy,NA,Exemption has been taken from preparing a cash flow statement on the grounds that the company qualifies as a small company.,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,titleaccountingpolicy,NA,Turnover,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,contentaccountingpolicy,NA,"Turnover represents rental income receivable and invoiced services, excluding value added tax.",Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,categoryitem,NA,Freehold property,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,typedepreciation,NA,not provided,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,ratedepreciation,iso4217:GBP,0.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,categoryitem,NA,Fixtures and fittings,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,typedepreciation,NA,on cost,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,ratedepreciation,iso4217:GBP,0.2,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,categoryitem,NA,Motor vehicles,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,typedepreciation,NA,on cost,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,ratedepreciation,iso4217:GBP,0.25,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,titleaccountingpolicy,NA,Deferred tax,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,contentaccountingpolicy,NA,"Deferred tax arises as a result of including items of income and expenditure in taxation computations in periods different from those in which they are included in the company's accounts. Deferred tax is provided in full on timing differences which result in an obligation to pay more (or less) tax at a future date, at the average tax rates that are expected to apply when the timing differences reverse, based on current tax rates and laws.",Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,titleaccountingpolicy,NA,Rental income,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,contentaccountingpolicy,NA,"The company receives rental income under an operating lease. The income is recognised on a straight line basis over the term of the lease. The gross amount of assets held for use in operating leases, together with the related accumulated depreciation is shown in the notes to tangible fixed assets.",Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,titleaccountingpolicy,NA,Investments,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,contentaccountingpolicy,NA,The company's investments are stated at cost and their market values at the year end are disclosed in the notes. Adjustments relating to the sale or permanent reduction in the carrying values are recognised in the Profit and Loss Account in the year they are incurred.,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,balancesheetdate,NA,2011-12-31,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,tangiblefixedassets,iso4217:GBP,32332.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,tangiblefixedassets,iso4217:GBP,35082.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,totalinvestmentsfixedassets,iso4217:GBP,119151.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,totalinvestmentsfixedassets,iso4217:GBP,125151.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,fixedassets,iso4217:GBP,151483.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,fixedassets,iso4217:GBP,160233.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,debtors,iso4217:GBP,26291.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,debtors,iso4217:GBP,66570.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,cashbankinhand,iso4217:GBP,67209.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,cashbankinhand,iso4217:GBP,21644.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,currentassets,iso4217:GBP,93500.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,currentassets,iso4217:GBP,88214.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,creditorsduewithinoneyeartotalcurrentliabilities,iso4217:GBP,16435.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,creditorsduewithinoneyeartotalcurrentliabilities,iso4217:GBP,14510.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,netcurrentassetsliabilities,iso4217:GBP,73704.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,netcurrentassetsliabilities,iso4217:GBP,77065.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,totalassetslesscurrentliabilities,iso4217:GBP,233937.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,totalassetslesscurrentliabilities,iso4217:GBP,228548.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,netassetsliabilitiesincludingpensionassetliability,iso4217:GBP,233937.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,netassetsliabilitiesincludingpensionassetliability,iso4217:GBP,228548.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,calledupsharecapital,iso4217:GBP,23718.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,calledupsharecapital,iso4217:GBP,23718.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,profitlossaccountreserve,iso4217:GBP,204830.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,profitlossaccountreserve,iso4217:GBP,210219.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,shareholderfunds,iso4217:GBP,228548.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,shareholderfunds,iso4217:GBP,233937.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,dateapproval,NA,2012-03-29,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,nameapprovingdirector,NA,E D Deykin,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,nameadditionalapprovingperson,NA,T J Deykin,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,positionadditionalapprovingperson,NA,Director,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,companyentitledtoexemptionundersection477companiesact2006,NA,true,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,membershavenotrequiredcompanytoobtainanaudit,NA,true,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,directorsacknowledgetheirresponsibilitiesundercompaniesact,NA,true,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,accountsareinaccordancewithspecialprovisionscompaniesactrelatingtosmallcompanies,NA,true,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,tangiblefixedassetscostorvaluation,iso4217:GBP,65401.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,tangiblefixedassetscostorvaluation,iso4217:GBP,65401.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2010-12-31,tangiblefixedassetsdepreciation,iso4217:GBP,30319.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
2011-12-31,tangiblefixedassetsdepreciationchargeforperiod,iso4217:GBP,2750.0,Prod224_9977_00030399_20111231.xml,xml,2020-08-25 12:42:17.319564,Accounts_monthly_Data-April2012,True,2011-12-31,00030399,uk-gaap-ae,2009-06-21,http://www.companieshouse.gov.uk/ef/xbrl/uk/fr/gaap/ae/2009-06-21/uk-gaap-ae-2009-06-21.xsd,
